chr1	700000	1900000	A1	1	.	700000	1900000	34,139,34	chr1	895966	901099	+	KLHL17	5133
chr1	700000	1900000	A1	1	.	700000	1900000	34,139,34	chr1	901876	910484	+	PLEKHN1	8608
chr1	700000	1900000	A1	1	.	700000	1900000	34,139,34	chr1	934341	935552	-	HES4	1211
chr1	700000	1900000	A1	1	.	700000	1900000	34,139,34	chr1	948846	949919	+	ISG15	1073
chr1	700000	1900000	A1	1	.	700000	1900000	34,139,34	chr1	1007125	1009687	-	RNF223	2562
chr1	700000	1900000	A1	1	.	700000	1900000	34,139,34	chr1	1138887	1142089	-	TNFRSF18	3202
chr1	700000	1900000	A1	1	.	700000	1900000	34,139,34	chr1	1167628	1170420	+	B3GALT6	2792
chr1	700000	1900000	A1	1	.	700000	1900000	34,139,34	chr1	1246964	1260067	-	CPSF3L	13103
chr1	700000	1900000	A1	1	.	700000	1900000	34,139,34	chr1	1337275	1342693	-	MRPL20	5418
chr1	700000	1900000	A1	1	.	700000	1900000	34,139,34	chr1	1353799	1356824	-	ANKRD65	3025
chr1	700000	1900000	A1	1	.	700000	1900000	34,139,34	chr1	1533387	1535476	-	C1orf233	2089
chr1	700000	1900000	A1	1	.	700000	1900000	34,139,34	chr1	879582	894679	-	NOC2L	15097
chr1	700000	1900000	A1	1	.	700000	1900000	34,139,34	chr1	955502	991499	+	AGRN	35997
chr1	700000	1900000	A1	1	.	700000	1900000	34,139,34	chr1	1146705	1149548	-	TNFRSF4	2843
chr1	700000	1900000	A1	1	.	700000	1900000	34,139,34	chr1	1152287	1167447	-	SDF4	15160
chr1	700000	1900000	A1	1	.	700000	1900000	34,139,34	chr1	1189291	1209234	-	UBE2J2	19943
chr1	700000	1900000	A1	1	.	700000	1900000	34,139,34	chr1	1227763	1243269	-	ACAP3	15506
chr1	700000	1900000	A1	1	.	700000	1900000	34,139,34	chr1	1243993	1247057	+	PUSL1	3064
chr1	700000	1900000	A1	1	.	700000	1900000	34,139,34	chr1	1270657	1284492	-	DVL1	13835
chr1	700000	1900000	A1	1	.	700000	1900000	34,139,34	chr1	1288068	1298921	-	MXRA8	10853
chr1	700000	1900000	A1	1	.	700000	1900000	34,139,34	chr1	1321090	1334718	-	CCNL2	13628
chr1	700000	1900000	A1	1	.	700000	1900000	34,139,34	chr1	1370902	1378262	+	VWA1	7360
